item_id,user_id,clk/no
8254,3407,1
8254,2522,1
8254,246,1
8254,3471,1
8254,1998,1
8254,3684,1
8254,1383,1
8254,4391,1
8254,1491,1
8254,3438,1
8254,2625,1
8254,1930,1
8254,4506,1
8254,4657,1
8255,2405,1
8255,94,1
8255,3014,1
8255,3889,1
8255,4099,1
8255,3452,1
8255,1600,1
8255,5421,1
8255,3718,1
8255,2892,1
8255,3729,1
8255,2951,1
8255,1228,1
8255,4732,1
8255,974,1
8255,1109,1
8255,2829,1
8255,2117,1
8255,4380,1
8255,1898,1
16448,1243,1
16448,4018,1
16448,1033,1
16448,839,1
16448,393,1
16448,237,1
16448,1818,1
16448,3879,1
16448,5471,1
16448,2007,1
16448,566,1
16448,1456,1
16448,3211,1
16448,273,1
16448,3445,1
16448,195,1
16448,2049,1
16448,4920,1
16448,3093,1
16448,610,1
16452,2013,1
16452,306,1
16452,4877,1
16452,497,1
16452,843,1
16452,990,1
16452,3526,1
16452,5530,1
16452,5548,1
16452,5029,1
16452,2597,1
16452,322,1
16452,192,1
16452,2863,1
16452,1687,1
16452,201,1
16452,4294,1
16452,2656,1
16452,5276,1
16452,126,1
8261,3865,1
8261,755,1
8261,3707,1
8261,960,1
8261,3322,1
8261,109,1
8261,892,1
8261,4521,1
8261,897,1
8261,3232,1
8261,2944,1
8261,4524,1
8261,4263,1
8261,2544,1
8261,3476,1
8261,348,1
8261,3155,1
8261,2923,1
8261,3390,1
8261,4845,1
70,4405,1
70,4752,1
70,2132,1
70,2416,1
70,3182,1
70,1038,1
70,483,1
70,4558,1
70,1324,1
70,1587,1
70,2969,1
70,3701,1
70,992,1
70,495,1
70,1331,1
70,1606,1
70,1780,1
70,2871,1
70,3310,1
70,4179,1
8266,1445,1
8266,360,1
8266,2439,1
8266,903,1
8266,5320,1
8266,2830,1
8266,5346,1
8266,1209,1
8266,2530,1
8266,3838,1
8266,4184,1
8266,2894,1
8266,277,1
8266,5066,1
8266,291,1
8266,1332,1
8266,519,1
8266,4454,1
8266,5295,1
8266,657,1
16459,5484,1
16459,3786,1
16459,911,1
16459,4750,1
16459,2484,1
16459,2082,1
16459,4346,1
16459,2974,1
16459,4759,1
16459,3196,1
16459,4545,1
16459,3721,1
16459,2630,1
16459,1598,1
16459,4448,1
16459,2208,1
16459,3005,1
16459,2393,1
16459,766,1
16459,468,1
16465,1206,1
16465,3096,1
16465,5235,1
16465,1563,1
16465,4076,1
16465,1305,1
16465,1216,1
16465,3739,1
16465,2926,1
16465,1218,1
16465,1790,1
16465,484,1
16465,5523,1
16465,4949,1
16465,1478,1
16465,4353,1
16465,4428,1
16465,2517,1
16465,3109,1
16465,2129,1
16467,1838,1
16467,4018,1
16467,975,1
16467,3093,1
16467,2464,1
16467,530,1
16467,1791,1
16467,4062,1
16467,3410,1
16467,5264,1
16467,1913,1
16467,540,1
16467,1220,1
16467,1927,1
16467,182,1
16467,5034,1
16467,2015,1
16467,1361,1
16467,434,1
16467,839,1
84,158,1
84,802,1
84,1049,1
84,5330,1
84,5207,1
84,590,1
84,1786,1
84,831,1
84,793,1
84,548,1
84,959,1
84,5018,1
84,1041,1
84,3321,1
84,4313,1
84,4967,1
84,2857,1
84,24,1
84,2072,1
84,2173,1
86,2302,1
86,2973,1
86,95,1
86,2000,1
86,4054,1
86,240,1
86,2539,1
86,1316,1
86,2608,1
86,3751,1
86,3796,1
86,1461,1
86,3351,1
86,1163,1
86,1896,1
86,2895,1
86,4061,1
86,3498,1
86,3875,1
86,1374,1
16470,1838,1
16470,1791,1
16470,5485,1
16470,5264,1
16470,967,1
16470,1456,1
16470,3211,1
16470,4053,1
16470,3445,1
16470,449,1
16470,2125,1
16470,3093,1
16470,2767,1
16470,434,1
16470,4018,1
16470,1243,1
16470,5034,1
16470,1220,1
16470,839,1
16470,2718,1
8281,1633,1
8281,2241,1
8281,2252,1
8281,2751,1
8281,797,1
8281,719,1
8281,3497,1
8281,4411,1
8281,4205,1
8281,3302,1
8281,3346,1
8281,1800,1
8281,4536,1
8281,241,1
8281,1630,1
8281,1975,1
8281,928,1
8281,4533,1
8281,3758,1
8281,3963,1
8282,546,1
8282,4281,1
8282,3418,1
8282,554,1
8282,3519,1
8282,3664,1
8282,5424,1
8282,4405,1
8282,4752,1
8282,2871,1
8282,264,1
8282,1198,1
8282,3148,1
8282,2132,1
8282,1291,1
8282,5162,1
8282,2804,1
8282,3456,1
8282,151,1
8282,5155,1
16476,1838,1
16476,5445,1
16476,2815,1
16476,5125,1
16476,975,1
16476,3629,1
16476,5030,1
16476,570,1
16476,4863,1
16476,1522,1
16476,3526,1
16476,4904,1
16476,1022,1
16476,1530,1
16476,2906,1
16476,843,1
16476,2259,1
16476,2307,1
16476,1084,1
16476,3647,1
8285,5549,1
8285,1071,1
8285,2672,1
8285,5101,1
8285,2965,1
8285,5029,1
8285,543,1
8285,357,1
8285,4247,1
8285,1972,1
8285,3341,1
8285,3623,1
8285,3515,1
8285,4750,1
8285,2215,1
8285,3370,1
8285,713,1
8285,4659,1
8285,2503,1
8285,1825,1
16477,3676,1
16477,2046,1
16477,5305,1
16477,936,1
16477,3138,1
16477,1190,1
16477,3375,1
16477,4829,1
16477,2488,1
16477,5466,1
16477,5116,1
16477,1451,1
16477,2201,1
16477,5498,1
16477,1096,1
16477,1642,1
16477,4118,1
16477,4674,1
16477,777,1
16477,2768,1
16482,3253,1
16482,2994,1
16482,2385,1
16482,4646,1
16482,770,1
16482,895,1
16482,4178,1
16482,3181,1
16482,4606,1
16482,4269,1
16482,4980,1
16482,2088,1
16482,4481,1
16482,3819,1
16482,129,1
16482,4552,1
16482,2012,1
16482,1092,1
16482,5391,1
16482,359,1
16483,3090,1
16483,5226,1
16483,1736,1
16483,2147,1
16483,797,1
16483,1488,1
16483,3301,1
16483,1680,1
16483,655,1
16483,2844,1
16483,2982,1
16483,3739,1
16483,2921,1
16483,5255,1
16483,57,1
16483,2041,1
16483,4317,1
16483,5457,1
16483,1260,1
16483,1322,1
100,2798,1
100,27,1
100,4374,1
100,1555,1
100,3536,1
100,581,1
100,3525,1
100,3512,1
100,2728,1
100,4671,1
100,1851,1
100,1173,1
100,1425,1
100,2024,1
100,1525,1
100,5022,1
100,4103,1
100,1318,1
100,3172,1
100,4574,1
16487,4207,1
16487,1128,1
16487,843,1
16487,3265,1
16487,5530,1
16487,203,1
16487,748,1
16487,4863,1
16487,3656,1
16487,1368,1
16487,322,1
16487,1375,1
16487,4322,1
16487,598,1
16487,2456,1
16487,3357,1
16487,3196,1
16487,3020,1
16487,5548,1
16487,679,1
104,5037,1
104,3635,1
104,3039,1
104,315,1
104,3291,1
104,4759,1
104,4888,1
104,713,1
104,2474,1
104,3326,1
104,3810,1
104,21,1
104,5497,1
104,212,1
104,2368,1
104,5146,1
104,2370,1
104,1027,1
104,4691,1
104,4408,1
106,4171,1
106,2700,1
106,4483,1
106,3525,1
106,3054,1
106,2014,1
106,4837,1
106,4282,1
106,793,1
106,2762,1
106,159,1
106,2560,1
106,4639,1
106,2939,1
106,2266,1
106,3991,1
106,2043,1
106,1490,1
106,1215,1
106,1354,1
108,1459,1
108,2087,1
108,4987,1
108,2254,1
108,1774,1
108,1559,1
108,3394,1
108,2287,1
108,2247,1
108,2207,1
108,3591,1
108,4799,1
108,1622,1
108,310,1
108,5364,1
108,39,1
108,1393,1
108,2453,1
108,1846,1
108,1389,1
111,959,1
111,2492,1
111,1597,1
111,158,1
111,2172,1
111,108,1
111,1786,1
111,4307,1
111,3321,1
111,3091,1
111,5207,1
111,2460,1
111,1874,1
111,802,1
111,5018,1
111,3191,1
111,90,1
111,2173,1
111,1832,1
111,812,1
8307,4035,1
8307,636,1
8307,2672,1
8307,1027,1
8307,2368,1
8307,3908,1
8307,4387,1
8307,2022,1
8307,3355,1
8307,1659,1
8307,951,1
8307,1901,1
8307,1191,1
8307,3135,1
8307,4410,1
8307,713,1
8307,1296,1
8307,4243,1
8307,1403,1
8307,3831,1
116,3877,1
116,1661,1
116,425,1
116,5215,1
116,681,1
116,5445,1
116,5512,1
116,5099,1
116,290,1
116,3119,1
116,437,1
116,4130,1
116,1530,1
116,783,1
116,2210,1
116,2514,1
116,2906,1
116,3800,1
116,194,1
116,816,1
8311,3834,1
8311,2186,1
8311,1165,1
8311,683,1
8311,1042,1
8311,3670,1
8311,657,1
8311,3123,1
8311,3789,1
8311,2808,1
8311,2153,1
8311,4795,1
8311,1081,1
8311,1947,1
8311,309,1
8311,3240,1
8311,4600,1
8311,2833,1
8311,2915,1
8311,5178,1
8312,3806,1
8312,2672,1
8312,4524,1
8312,4453,1
8312,3693,1
8312,4387,1
8312,1818,1
8312,1033,1
8312,3266,1
8312,2362,1
8312,5341,1
8312,4156,1
8312,3070,1
8312,2893,1
8312,2833,1
8312,4449,1
8312,2767,1
8312,1484,1
8312,1813,1
8312,1665,1
8313,2390,1
8313,2920,1
8313,4455,1
8313,5376,1
8313,4924,1
8313,616,1
8313,5477,1
8313,4326,1
8313,1959,1
8313,2466,1
8313,16,1
8313,960,1
8313,5002,1
8313,3040,1
8313,3311,1
8313,4382,1
8313,3121,1
8313,2337,1
8313,1214,1
8313,3406,1
16506,5197,1
16506,3606,1
16506,4297,1
16506,4902,1
16506,4436,1
16506,1411,1
16506,878,1
16506,2266,1
16506,5223,1
16506,376,1
16506,639,1
16506,3120,1
16506,4782,1
16506,4639,1
16506,2359,1
16506,1010,1
16506,1661,1
16506,832,1
16506,5545,1
16506,1097,1
8316,4540,1
8316,2982,1
8316,311,1
8316,1763,1
8316,57,1
8316,1509,1
8316,1643,1
8316,2732,1
8316,4841,1
8316,2811,1
8316,4949,1
8316,209,1
8316,3041,1
8316,1734,1
8316,484,1
8316,1139,1
8316,1703,1
8316,4023,1
8316,754,1
8316,869,1
125,1554,1
125,4083,1
125,5252,1
125,3,1
125,1805,1
125,3713,1
125,2308,1
125,700,1
125,5077,1
125,4090,1
125,2263,1
125,3551,1
125,2135,1
125,5430,1
125,3087,1
125,2166,1
125,4415,1
125,846,1
125,3505,1
125,4879,1
126,3037,1
126,5548,1
126,3196,1
126,5076,1
126,2656,1
126,4750,1
126,206,1
126,4363,1
126,1070,1
126,4446,1
126,5484,1
126,694,1
126,2974,1
126,468,1
126,1329,1
126,4545,1
126,1088,1
126,1071,1
126,2238,1
126,3524,1
8317,797,1
8317,5386,1
8317,4411,1
8317,232,1
8317,1371,1
8317,1068,1
8317,5258,1
8317,912,1
8317,3760,1
8317,1457,1
8317,1620,1
8317,4843,1
8317,835,1
8317,3295,1
8317,1118,1
8317,1032,1
8317,2382,1
8317,3380,1
8317,2695,1
8317,2473,1
8318,2689,1
8318,219,1
8318,2121,1
8318,360,1
8318,903,1
8318,4184,1
8318,1076,1
8318,148,1
8318,2439,1
8318,4984,1
8318,4640,1
8318,107,1
8318,2099,1
8318,2962,1
8318,3048,1
8318,1615,1
8318,5255,1
8318,3637,1
8318,2949,1
8318,2360,1
16508,1141,1
16508,1754,1
16508,1135,1
16508,2753,1
16508,738,1
16508,2448,1
16508,5265,1
16508,1338,1
16508,2682,1
16508,4583,1
16508,762,1
16508,4507,1
16508,2578,1
16508,1806,1
16508,5385,1
16508,1595,1
16508,2505,1
16508,836,1
16508,1236,1
16508,1689,1
16512,4749,1
16512,3196,1
16512,843,1
16512,306,1
16512,1876,1
16512,1649,1
16512,385,1
16512,4155,1
16512,4974,1
16512,3186,1
16512,4222,1
16512,4078,1
16512,3173,1
16512,3721,1
16512,4417,1
16512,1225,1
16512,2456,1
16512,3818,1
16512,4659,1
16512,3914,1
132,4730,1
132,5430,1
132,4415,1
132,873,1
132,1968,1
132,3827,1
132,214,1
132,1502,1
132,979,1
132,3432,1
132,5506,1
132,2530,1
132,5077,1
132,4496,1
132,1195,1
132,3390,1
132,4947,1
132,1471,1
132,5483,1
132,119,1
133,4083,1
133,979,1
133,1014,1
133,3233,1
133,4063,1
133,5077,1
133,1273,1
133,5430,1
133,1554,1
133,4415,1
133,2263,1
133,5252,1
133,4126,1
133,2166,1
133,1743,1
133,1839,1
133,1805,1
133,855,1
133,846,1
133,2949,1
8327,4740,1
8327,1842,1
8327,1081,1
8327,499,1
8327,1077,1
8327,4956,1
8327,3834,1
8327,3978,1
8327,4146,1
8327,5067,1
8327,2519,1
8327,309,1
8327,2153,1
8327,2664,1
8327,354,1
8327,3123,1
8327,3472,1
8327,3805,1
8327,4444,1
8327,339,1
16519,1329,1
16519,357,1
16519,4750,1
16519,1980,1
16519,3559,1
16519,1684,1
16519,2874,1
16519,5173,1
16519,543,1
16519,4155,1
16519,3196,1
16519,3577,1
16519,2435,1
16519,201,1
16519,694,1
16519,3037,1
16519,2208,1
16519,2992,1
16519,145,1
16519,1649,1
16522,4407,1
16522,1421,1
16522,853,1
16522,2489,1
16522,252,1
16522,3504,1
16522,2077,1
16522,3863,1
16522,2149,1
16522,4274,1
16522,5220,1
16522,1992,1
16522,1088,1
16522,3288,1
16522,1965,1
16522,5084,1
16522,3446,1
16522,140,1
16522,4545,1
16522,854,1
8331,3469,1
8331,4369,1
8331,5180,1
8331,4598,1
8331,2999,1
8331,2593,1
8331,1333,1
8331,4237,1
8331,882,1
8331,5326,1
8331,998,1
8331,2281,1
8331,2032,1
8331,2371,1
8331,743,1
8331,4608,1
8331,3154,1
8331,457,1
8331,5049,1
8331,3560,1
16524,4759,1
16524,911,1
16524,5548,1
16524,1070,1
16524,2656,1
16524,642,1
16524,822,1
16524,694,1
16524,3128,1
16524,3037,1
16524,315,1
16524,201,1
16524,3038,1
16524,5401,1
16524,2863,1
16524,3341,1
16524,2320,1
16524,2208,1
16524,1921,1
16524,991,1
16526,4895,1
16526,5185,1
16526,4279,1
16526,1358,1
16526,1906,1
16526,5156,1
16526,779,1
16526,2715,1
16526,5124,1
16526,4881,1
16526,1716,1
16526,4721,1
16526,2631,1
16526,1126,1
16526,2697,1
16526,980,1
16526,5279,1
16526,3357,1
16526,735,1
16526,4653,1
8335,922,1
8335,4529,1
8335,2865,1
8335,3882,1
8335,925,1
8335,1223,1
8335,5008,1
8335,5088,1
8335,797,1
8335,2675,1
8335,2216,1
8335,2785,1
8335,2529,1
8335,4444,1
8335,1690,1
8335,4378,1
8335,4496,1
8335,3712,1
8335,2818,1
8335,3655,1
8337,3265,1
8337,3614,1
8337,2585,1
8337,4207,1
8337,3906,1
8337,5333,1
8337,2502,1
8337,3288,1
8337,5265,1
8337,1993,1
8337,4915,1
8337,3344,1
8337,5408,1
8337,2013,1
8337,1852,1
8337,933,1
8337,322,1
8337,4412,1
8337,5548,1
8337,53,1
16531,4577,1
16531,4127,1
16531,1907,1
16531,5090,1
16531,1635,1
16531,4520,1
16531,3122,1
16531,1980,1
16531,3526,1
16531,4814,1
16531,5310,1
16531,2082,1
16531,2367,1
16531,1417,1
16531,3341,1
16531,1186,1
16531,3577,1
16531,3515,1
16531,4448,1
16531,4470,1
149,2038,1
149,3125,1
149,657,1
149,3240,1
149,3082,1
149,2691,1
149,2949,1
149,1770,1
149,2449,1
149,91,1
149,732,1
149,506,1
149,526,1
149,699,1
149,1652,1
149,1285,1
149,3156,1
149,3670,1
149,3123,1
149,3851,1
8341,2523,1
8341,1902,1
8341,5237,1
8341,382,1
8341,504,1
8341,2659,1
8341,5371,1
8341,5464,1
8341,4945,1
8341,4139,1
8341,5116,1
8341,584,1
8341,796,1
8341,4071,1
8341,4288,1
8341,2793,1
8341,574,1
8341,370,1
8341,4073,1
8341,3905,1
151,2988,1
151,3195,1
151,4560,1
151,5241,1
151,5012,1
151,797,1
151,788,1
151,1560,1
151,3380,1
151,603,1
151,15,1
151,2353,1
151,717,1
151,2665,1
151,2303,1
151,4425,1
151,3538,1
151,2240,1
151,5317,1
151,2006,1
153,3882,1
153,4648,1
153,2011,1
153,3330,1
153,736,1
153,207,1
153,2184,1
153,96,1
153,697,1
153,4490,1
153,42,1
153,922,1
153,4213,1
153,4196,1
153,3455,1
153,776,1
153,950,1
153,1195,1
153,4290,1
153,2796,1
8346,3916,1
8346,1440,1
8346,4574,1
8346,4883,1
8346,4609,1
8346,2875,1
8346,396,1
8346,1414,1
8346,163,1
8346,210,1
8346,4816,1
8346,5403,1
8346,3672,1
8346,971,1
8346,650,1
8346,4673,1
8346,708,1
8346,3315,1
8346,4499,1
8346,5470,1
16537,4829,1
16537,2201,1
16537,3676,1
16537,5414,1
16537,1096,1
16537,1410,1
16537,2181,1
16537,2488,1
16537,2046,1
16537,3610,1
16537,4057,1
16537,4450,1
16537,1451,1
16537,2834,1
16537,2040,1
16537,2054,1
16537,5305,1
16537,2793,1
16537,3793,1
16537,1870,1
16538,395,1
16538,2720,1
16538,1334,1
16538,5385,1
16538,4599,1
16538,54,1
16538,171,1
16538,5210,1
16538,3448,1
16538,3202,1
16538,2600,1
16538,797,1
16538,1875,1
16538,5488,1
16538,2270,1
16538,3996,1
16538,4508,1
16538,4951,1
16538,1071,1
16538,2243,1
16539,307,1
16539,4641,1
16539,3617,1
16539,762,1
16539,4583,1
16539,3272,1
16539,5161,1
16539,2432,1
16539,4047,1
16539,3248,1
16539,1338,1
16539,4975,1
16539,3213,1
16539,3066,1
16539,5311,1
16539,578,1
16539,5490,1
16539,1236,1
16539,3564,1
16539,3203,1
16541,426,1
16541,1070,1
16541,1808,1
16541,990,1
16541,5146,1
16541,3714,1
16541,272,1
16541,4176,1
16541,4586,1
16541,1329,1
16541,5243,1
16541,5308,1
16541,2122,1
16541,2047,1
16541,315,1
16541,1996,1
16541,3132,1
16541,237,1
16541,685,1
16541,2771,1
8351,2415,1
8351,4370,1
8351,4650,1
8351,3455,1
8351,1325,1
8351,776,1
8351,1483,1
8351,1223,1
8351,102,1
8351,2527,1
8351,4536,1
8351,42,1
8351,124,1
8351,950,1
8351,964,1
8351,718,1
8351,4290,1
8351,3841,1
8351,4955,1
8351,2184,1
16543,2279,1
16543,1844,1
16543,1782,1
16543,2650,1
16543,5089,1
16543,3039,1
16543,1628,1
16543,803,1
16543,4907,1
16543,5390,1
16543,4581,1
16543,3323,1
16543,1853,1
16543,4683,1
16543,1731,1
16543,1485,1
16543,250,1
16543,5114,1
16543,3408,1
16543,5280,1
16545,3008,1
16545,3248,1
16545,977,1
16545,2595,1
16545,3150,1
16545,3047,1
16545,3423,1
16545,4047,1
16545,2325,1
16545,204,1
16545,1499,1
16545,2774,1
16545,4046,1
16545,578,1
16545,3083,1
16545,5369,1
16545,762,1
16545,1338,1
16545,820,1
16545,4228,1
16546,3248,1
16546,2448,1
16546,1689,1
16546,1875,1
16546,5265,1
16546,2682,1
16546,738,1
16546,2582,1
16546,3614,1
16546,3855,1
16546,3110,1
16546,4008,1
16546,4116,1
16546,977,1
