item_id,user_id,clk/no
55,4062,No
55,2444,Yes
55,1220,Yes
55,5187,No
55,1361,Yes
55,4032,Yes
55,221,Yes
55,1927,Yes
55,965,No
55,3764,Yes
55,1828,No
55,2075,Yes
55,273,Yes
56,5222,Yes
56,1817,Yes
56,3702,Yes
56,2930,Yes
56,399,Yes
56,334,Yes
56,4982,Yes
56,4537,Yes
56,2499,Yes
56,754,Yes
56,3676,Yes
56,1305,Yes
56,2719,Yes
56,3727,No
56,3088,Yes
56,1069,Yes
56,2972,Yes
56,1693,Yes
56,3386,Yes
56,361,Yes
70,4405,Yes
70,4752,Yes
70,2132,Yes
70,2416,Yes
70,3182,Yes
70,1038,Yes
70,483,Yes
70,4558,Yes
70,1324,No
70,1587,Yes
70,2969,Yes
70,3701,Yes
70,992,Yes
70,495,Yes
70,1331,Yes
70,1606,Yes
70,1780,Yes
70,2871,Yes
70,3310,Yes
70,4179,Yes
84,158,Yes
84,802,Yes
84,1049,Yes
84,5330,Yes
84,5207,Yes
84,590,Yes
84,1786,Yes
84,831,Yes
84,793,Yes
84,548,Yes
84,959,Yes
84,5018,Yes
84,1041,Yes
84,3321,Yes
84,4313,Yes
84,4967,Yes
84,2857,Yes
84,24,Yes
84,2072,Yes
84,2173,Yes
86,2302,Yes
86,2973,Yes
86,95,Yes
86,2000,Yes
86,4054,Yes
86,240,Yes
86,2539,Yes
86,1316,Yes
86,2608,Yes
86,3751,Yes
86,3796,Yes
86,1461,Yes
86,3351,Yes
86,1163,Yes
86,1896,No
86,2895,Yes
86,4061,Yes
86,3498,Yes
86,3875,Yes
86,1374,Yes
100,2798,Yes
100,27,Yes
100,4374,Yes
100,1555,No
100,3536,No
100,581,Yes
100,3525,No
100,3512,Yes
100,2728,Yes
100,4671,Yes
100,1851,No
100,1173,Yes
100,1425,Yes
100,2024,Yes
100,1525,Yes
100,5022,No
100,4103,No
100,1318,Yes
100,3172,No
100,4574,No
104,5037,Yes
104,3635,Yes
104,3039,Yes
104,315,Yes
104,3291,Yes
104,4759,Yes
104,4888,No
104,713,Yes
104,2474,Yes
104,3326,Yes
104,3810,Yes
104,21,Yes
104,5497,Yes
104,212,Yes
104,2368,Yes
104,5146,Yes
104,2370,Yes
104,1027,Yes
104,4691,No
104,4408,Yes
106,4171,Yes
106,2700,Yes
106,4483,Yes
106,3525,Yes
106,3054,Yes
106,2014,Yes
106,4837,Yes
106,4282,Yes
106,793,Yes
106,2762,Yes
106,159,Yes
106,2560,No
106,4639,Yes
106,2939,Yes
106,2266,Yes
106,3991,Yes
106,2043,Yes
106,1490,Yes
106,1215,Yes
106,1354,Yes
108,1459,Yes
108,2087,Yes
108,4987,Yes
108,2254,Yes
108,1774,Yes
108,1559,Yes
108,3394,Yes
108,2287,Yes
108,2247,Yes
108,2207,Yes
108,3591,Yes
108,4799,Yes
108,1622,Yes
108,310,Yes
108,5364,Yes
108,39,Yes
108,1393,Yes
108,2453,Yes
108,1846,Yes
108,1389,Yes
111,959,Yes
111,2492,Yes
111,1597,Yes
111,158,Yes
111,2172,Yes
111,108,Yes
111,1786,Yes
111,4307,Yes
111,3321,Yes
111,3091,Yes
111,5207,Yes
111,2460,Yes
111,1874,Yes
111,802,Yes
111,5018,Yes
111,3191,Yes
111,90,Yes
111,2173,Yes
111,1832,Yes
111,812,Yes
116,3877,Yes
116,1661,Yes
116,425,Yes
116,5215,Yes
116,681,Yes
116,5445,Yes
116,5512,No
116,5099,Yes
116,290,Yes
116,3119,Yes
116,437,Yes
116,4130,Yes
116,1530,Yes
116,783,Yes
116,2210,Yes
116,2514,Yes
116,2906,Yes
116,3800,Yes
116,194,Yes
116,816,Yes
125,1554,Yes
125,4083,Yes
125,5252,Yes
125,3,Yes
125,1805,Yes
125,3713,Yes
125,2308,Yes
125,700,Yes
125,5077,Yes
125,4090,Yes
125,2263,Yes
125,3551,Yes
125,2135,Yes
125,5430,Yes
125,3087,Yes
125,2166,Yes
125,4415,Yes
125,846,Yes
125,3505,Yes
125,4879,Yes
126,3037,Yes
126,5548,Yes
126,3196,Yes
126,5076,Yes
126,2656,Yes
126,4750,Yes
126,206,Yes
126,4363,Yes
126,1070,Yes
126,4446,No
126,5484,Yes
126,694,Yes
126,2974,Yes
126,468,Yes
126,1329,Yes
126,4545,Yes
126,1088,Yes
126,1071,Yes
126,2238,Yes
126,3524,Yes
132,4730,Yes
132,5430,Yes
132,4415,Yes
132,873,Yes
132,1968,No
132,3827,Yes
132,214,Yes
132,1502,Yes
132,979,Yes
132,3432,Yes
132,5506,No
132,2530,Yes
132,5077,Yes
132,4496,Yes
132,1195,Yes
132,3390,Yes
132,4947,Yes
132,1471,Yes
132,5483,Yes
132,119,No
133,4083,Yes
133,979,Yes
133,1014,Yes
133,3233,Yes
133,4063,Yes
133,5077,Yes
133,1273,Yes
133,5430,Yes
133,1554,Yes
133,4415,Yes
133,2263,Yes
133,5252,Yes
133,4126,Yes
133,2166,Yes
133,1743,Yes
133,1839,Yes
133,1805,Yes
133,855,Yes
133,846,Yes
133,2949,Yes
149,2038,Yes
149,3125,Yes
149,657,Yes
149,3240,Yes
149,3082,Yes
149,2691,Yes
149,2949,Yes
149,1770,No
149,2449,Yes
149,91,Yes
149,732,Yes
149,506,Yes
149,526,Yes
149,699,Yes
149,1652,Yes
149,1285,Yes
149,3156,No
149,3670,No
149,3123,Yes
149,3851,Yes
151,2988,No
151,3195,No
151,4560,No
151,5241,No
151,5012,No
151,797,Yes
151,788,Yes
151,1560,No
151,3380,No
151,603,No
151,15,No
151,2353,No
151,717,No
151,2665,No
151,2303,No
151,4425,No
151,3538,No
151,2240,No
151,5317,Yes
151,2006,Yes
153,3882,Yes
153,4648,Yes
153,2011,Yes
153,3330,Yes
153,736,Yes
153,207,Yes
153,2184,Yes
153,96,Yes
153,697,Yes
153,4490,Yes
153,42,Yes
153,922,Yes
153,4213,Yes
153,4196,Yes
153,3455,Yes
153,776,Yes
153,950,Yes
153,1195,Yes
153,4290,Yes
153,2796,Yes
166,1563,Yes
166,962,Yes
166,4906,Yes
166,3821,Yes
166,1206,Yes
166,5241,No
166,5035,Yes
166,5012,No
166,1216,Yes
166,4560,No
166,869,Yes
166,3944,Yes
166,4277,No
166,1075,No
166,4413,Yes
166,3096,Yes
166,2240,Yes
166,860,Yes
166,171,No
166,4270,Yes
181,928,Yes
181,697,Yes
181,5169,Yes
181,5033,Yes
181,3587,No
181,2339,Yes
181,2405,Yes
181,4132,Yes
181,956,Yes
181,4213,Yes
181,269,No
181,363,Yes
181,3553,Yes
181,1266,Yes
181,3689,Yes
181,888,Yes
181,3157,Yes
181,3014,Yes
181,3330,Yes
181,4094,Yes
187,182,Yes
187,2237,Yes
187,540,Yes
187,2742,Yes
187,3093,Yes
187,5045,Yes
187,3513,Yes
187,237,Yes
187,4018,Yes
187,155,Yes
187,3445,Yes
187,1757,Yes
187,2614,Yes
187,1220,Yes
187,551,Yes
187,965,Yes
187,3018,Yes
187,2134,Yes
187,1205,Yes
187,2015,Yes
193,3946,No
193,15,Yes
193,1790,Yes
193,1563,Yes
193,5119,Yes
193,5222,Yes
193,4553,No
193,5153,Yes
193,1817,Yes
193,12,Yes
193,399,Yes
193,3084,No
193,2998,Yes
193,4317,Yes
193,3944,Yes
193,4982,Yes
193,2270,Yes
193,3205,Yes
193,5256,No
193,2488,Yes
194,1216,Yes
194,1206,Yes
194,1218,Yes
194,3096,Yes
194,1563,Yes
194,962,Yes
194,2926,Yes
194,3142,Yes
194,5035,Yes
194,484,Yes
194,4140,Yes
194,3084,Yes
194,4270,Yes
194,3944,Yes
194,3821,No
194,1367,No
194,4428,No
194,4866,No
194,3205,Yes
194,171,No
200,3445,Yes
200,434,Yes
200,5485,No
200,2767,Yes
200,449,Yes
200,1791,No
200,3117,No
200,3093,No
200,5034,No
200,237,Yes
200,2106,No
200,2125,Yes
200,2491,Yes
200,2049,Yes
200,4163,Yes
200,3325,No
200,1913,Yes
200,2394,No
200,4453,No
200,3211,Yes
212,4181,Yes
212,2593,Yes
212,5180,Yes
212,605,Yes
212,4237,Yes
212,2999,Yes
212,2371,Yes
212,4539,Yes
212,2032,Yes
212,4916,Yes
212,5049,Yes
212,882,Yes
212,2005,Yes
212,4598,Yes
212,5326,Yes
212,743,Yes
212,3730,Yes
212,4021,Yes
212,2261,Yes
212,3560,Yes
224,1557,Yes
224,2202,No
224,4529,Yes
224,2490,No
224,3279,Yes
224,269,Yes
224,3788,Yes
224,3071,No
224,4813,Yes
224,443,No
224,4380,Yes
224,5380,Yes
224,3087,No
224,4490,Yes
224,3194,No
224,1072,Yes
224,4213,No
224,214,No
224,4378,No
224,2696,No
228,269,Yes
228,2513,Yes
228,3889,Yes
228,1045,Yes
228,3718,Yes
228,3827,Yes
228,293,Yes
228,3922,Yes
228,624,Yes
228,1228,Yes
228,2624,Yes
228,5206,Yes
228,1531,Yes
228,5380,Yes
228,2169,Yes
228,1072,Yes
228,4262,Yes
228,1109,Yes
228,2911,Yes
228,3708,Yes
230,2169,Yes
230,5206,Yes
230,269,Yes
230,3305,Yes
230,2911,Yes
230,2117,Yes
230,3279,Yes
230,3889,Yes
230,3014,Yes
230,1109,Yes
230,1558,Yes
230,3856,Yes
230,1045,Yes
230,1600,Yes
230,3718,Yes
230,3452,Yes
230,1228,Yes
230,1678,Yes
230,293,Yes
230,2754,Yes
231,1678,Yes
231,293,Yes
231,3889,Yes
231,2521,Yes
231,3718,Yes
231,4380,Yes
231,4099,Yes
231,1531,Yes
231,4732,Yes
231,436,Yes
231,3452,Yes
231,2169,Yes
231,3827,Yes
231,3708,Yes
231,94,Yes
231,2117,Yes
231,5206,Yes
231,3305,Yes
231,3400,Yes
231,2513,Yes
235,1557,Yes
235,1266,Yes
235,756,Yes
235,883,Yes
235,4817,Yes
235,3853,Yes
235,2951,Yes
235,3729,Yes
235,1109,Yes
235,2155,Yes
235,5033,Yes
235,888,Yes
235,2777,Yes
235,5095,Yes
235,3014,Yes
235,5421,Yes
235,4458,Yes
235,4380,Yes
235,4997,Yes
235,4058,Yes
243,1680,Yes
243,1736,Yes
243,1250,Yes
243,2147,Yes
243,4821,Yes
243,2297,Yes
243,424,Yes
243,5536,Yes
243,5477,Yes
243,2722,Yes
243,3113,Yes
243,2213,Yes
243,100,Yes
243,5532,Yes
243,1546,Yes
243,797,Yes
243,3631,No
243,733,Yes
243,3311,Yes
243,2466,Yes
251,1475,Yes
251,640,No
251,284,Yes
251,4230,No
251,2018,No
251,1440,No
251,4371,No
251,4055,Yes
251,2987,Yes
251,5464,Yes
251,3640,Yes
251,1362,Yes
251,4485,Yes
251,1902,Yes
251,1121,Yes
251,3797,No
251,607,Yes
251,4071,Yes
251,5237,Yes
251,4327,Yes
256,409,Yes
256,1701,Yes
256,3999,Yes
256,751,Yes
256,4768,Yes
256,2101,Yes
256,4819,Yes
256,3932,Yes
256,997,Yes
256,3401,Yes
256,166,Yes
256,2552,Yes
256,3652,Yes
256,4357,Yes
256,4585,Yes
256,3130,Yes
256,5189,Yes
256,5250,Yes
256,789,Yes
256,5378,Yes
257,1220,Yes
257,3763,Yes
257,2101,Yes
257,731,Yes
257,2913,Yes
257,2374,Yes
257,3175,Yes
257,3652,Yes
257,4492,No
257,5034,No
257,4522,Yes
257,789,Yes
257,1644,Yes
257,4525,No
257,5064,Yes
257,3325,Yes
257,1603,Yes
257,4286,Yes
257,3018,Yes
257,1199,No
258,3608,Yes
258,1199,Yes
258,4130,No
258,497,Yes
258,5417,Yes
258,4782,No
258,2203,Yes
258,677,Yes
258,3002,Yes
258,4971,Yes
258,1465,Yes
258,3122,Yes
258,5390,No
258,5223,No
258,5215,No
258,2095,Yes
258,3378,Yes
258,5473,Yes
258,1584,No
258,255,Yes
265,958,Yes
265,2302,Yes
265,4747,Yes
265,5001,Yes
265,2506,Yes
265,4591,Yes
265,3259,Yes
265,321,Yes
265,3570,Yes
265,1316,Yes
265,825,Yes
265,5135,Yes
265,3982,Yes
265,1588,Yes
265,95,Yes
265,1040,Yes
265,4777,Yes
265,112,Yes
265,2388,Yes
265,2583,Yes
266,2302,Yes
266,3709,Yes
266,1316,No
266,958,Yes
266,3199,Yes
266,1163,Yes
266,4747,Yes
266,398,Yes
266,1588,Yes
266,1386,Yes
266,3228,Yes
266,240,Yes
266,2583,Yes
266,3570,Yes
266,2591,Yes
266,4777,Yes
266,3627,Yes
266,1554,Yes
266,450,Yes
266,4355,Yes
269,322,Yes
269,242,Yes
269,4877,Yes
269,1519,Yes
269,921,Yes
269,5017,Yes
269,3412,Yes
269,53,Yes
269,437,Yes
269,3629,Yes
269,837,Yes
269,5099,Yes
269,497,Yes
269,1368,Yes
269,505,Yes
269,4207,Yes
269,2572,Yes
269,290,Yes
269,816,Yes
269,2085,Yes
272,1204,Yes
272,4219,Yes
272,4970,Yes
272,691,Yes
272,3607,Yes
272,3826,Yes
272,2735,Yes
272,3624,Yes
272,3993,No
272,320,Yes
272,2044,Yes
272,3485,Yes
272,461,Yes
272,1279,No
272,1244,Yes
272,4138,Yes
272,3413,Yes
272,5251,No
272,2107,Yes
272,4190,Yes
274,2684,Yes
274,938,No
274,3587,Yes
274,525,Yes
274,2383,Yes
274,587,Yes
274,3400,Yes
274,3768,Yes
274,1045,Yes
274,756,Yes
274,4380,Yes
274,5405,Yes
274,5095,Yes
274,801,Yes
274,1153,Yes
274,2932,Yes
274,4847,Yes
274,2311,Yes
274,883,Yes
274,1168,No
280,2565,Yes
280,2541,Yes
280,4066,Yes
280,22,Yes
280,4843,Yes
280,4612,Yes
280,375,Yes
280,5441,Yes
280,2748,Yes
280,2461,Yes
280,2227,Yes
280,4497,Yes
280,4471,Yes
280,3987,Yes
280,767,Yes
280,3500,Yes
280,5268,Yes
280,3641,Yes
280,1023,Yes
280,3166,Yes
282,2565,Yes
282,5507,Yes
282,5180,Yes
282,4612,Yes
282,5449,Yes
282,767,Yes
282,2510,Yes
282,4852,Yes
282,3641,Yes
282,4066,Yes
282,2192,Yes
282,5441,Yes
282,5286,Yes
282,1357,Yes
282,4238,Yes
282,2701,Yes
282,3685,Yes
282,1472,Yes
282,430,Yes
282,4991,Yes
298,3946,No
298,4896,No
298,1374,Yes
298,3794,Yes
298,4061,Yes
298,2069,Yes
298,1277,Yes
298,1790,Yes
298,4141,Yes
298,2246,Yes
298,5290,Yes
298,2987,Yes
298,3944,Yes
298,1032,Yes
298,1586,Yes
298,2973,Yes
298,1185,Yes
298,5222,Yes
298,549,Yes
298,2930,Yes
305,3305,Yes
305,2713,Yes
305,5421,Yes
305,5206,Yes
305,3771,Yes
305,3856,Yes
305,4380,Yes
305,3400,Yes
305,1168,Yes
305,1558,Yes
305,2951,Yes
305,2624,Yes
305,3553,Yes
305,3718,Yes
305,1531,Yes
305,93,Yes
305,3827,Yes
305,801,Yes
305,1045,Yes
305,293,Yes
307,3889,Yes
307,2169,Yes
307,3452,Yes
307,3718,Yes
307,1678,Yes
307,4732,Yes
307,2521,Yes
307,1228,Yes
307,2911,Yes
307,293,Yes
307,4099,Yes
307,1600,Yes
307,94,Yes
307,3708,Yes
307,1740,Yes
307,1109,Yes
307,2117,Yes
307,269,Yes
307,4756,Yes
307,2513,Yes
310,2169,Yes
310,3718,Yes
310,269,Yes
310,3452,Yes
310,2911,Yes
310,3889,Yes
310,2117,Yes
310,3279,Yes
310,1600,Yes
310,5140,Yes
310,1109,Yes
310,1678,Yes
310,293,Yes
310,3014,Yes
310,2892,Yes
310,1228,Yes
310,1740,Yes
310,1045,Yes
310,3708,Yes
310,436,Yes
311,3718,Yes
311,269,Yes
311,3279,Yes
311,1072,Yes
311,2169,Yes
311,4732,Yes
311,3452,Yes
311,3889,Yes
311,4756,Yes
311,4099,No
311,2777,Yes
311,4613,Yes
311,1266,Yes
311,2810,Yes
311,4835,Yes
311,3708,No
311,4817,Yes
311,293,No
311,1303,Yes
311,5095,Yes
316,5409,No
316,115,No
316,5088,No
316,144,No
316,2691,No
316,2915,No
316,2529,No
316,3587,No
316,309,No
316,3123,No
316,1748,No
316,3699,No
316,4378,No
316,4587,No
316,922,No
316,3530,No
316,4444,No
316,1620,No
316,1149,No
316,680,No
333,546,Yes
333,3968,Yes
333,1103,Yes
333,897,Yes
333,3664,Yes
333,4963,No
333,1670,Yes
333,3417,Yes
333,1324,Yes
333,691,Yes
333,477,Yes
333,3310,Yes
333,3701,Yes
333,2427,Yes
333,2871,Yes
333,826,Yes
333,5424,Yes
333,4036,Yes
333,1315,Yes
333,3826,Yes
339,797,Yes
339,5035,Yes
339,1975,Yes
339,4239,Yes
339,3706,Yes
339,1511,Yes
339,2606,Yes
339,2349,Yes
339,5167,No
339,3482,Yes
339,3090,No
339,4146,Yes
339,446,Yes
339,4140,Yes
339,296,Yes
339,4475,Yes
339,5165,Yes
339,2355,Yes
339,3205,No
339,3212,Yes
341,2895,Yes
341,1588,Yes
341,9,Yes
341,1316,Yes
341,5387,Yes
341,4054,Yes
341,4275,Yes
341,2975,Yes
341,3890,Yes
341,3364,Yes
341,1163,Yes
341,1455,Yes
341,3964,Yes
341,371,Yes
341,3666,Yes
341,3632,Yes
341,1460,Yes
341,5283,Yes
341,3209,Yes
341,2302,Yes
349,3468,Yes
349,1342,Yes
349,3675,Yes
349,2973,Yes
349,3978,Yes
349,4999,No
349,3875,Yes
349,3197,Yes
349,112,Yes
349,3347,Yes
349,852,Yes
349,2746,Yes
349,4981,Yes
349,3982,Yes
349,4728,Yes
349,5035,Yes
349,5003,Yes
349,1015,Yes
349,2864,Yes
349,3001,Yes
356,5477,Yes
356,2920,Yes
356,2109,Yes
356,5406,Yes
356,3311,Yes
356,4455,Yes
356,4092,Yes
356,2264,Yes
356,4382,Yes
356,3280,Yes
356,3094,Yes
356,2466,Yes
356,4304,Yes
356,2070,Yes
356,2680,Yes
356,3218,Yes
356,336,Yes
356,4272,Yes
356,4924,Yes
356,4326,Yes
359,3,Yes
359,2308,Yes
359,1554,Yes
359,4083,Yes
359,3713,Yes
359,1805,Yes
359,3199,Yes
359,3709,Yes
359,3505,Yes
359,4063,Yes
359,2263,Yes
359,4360,Yes
359,855,Yes
359,979,Yes
359,846,Yes
359,5077,Yes
359,5430,Yes
359,4623,Yes
359,4879,Yes
359,3234,Yes
372,4456,No
372,3193,No
372,5413,Yes
372,1822,Yes
372,4424,No
372,2877,Yes
372,3525,Yes
372,1004,Yes
372,3297,Yes
372,1523,Yes
372,56,Yes
372,5000,Yes
372,2442,No
372,1581,No
372,2217,Yes
372,1531,Yes
372,3771,Yes
372,943,Yes
372,2951,No
372,2840,Yes
376,1893,Yes
376,1242,Yes
376,777,Yes
376,98,Yes
376,4791,Yes
376,3488,No
376,3402,Yes
376,2752,Yes
376,90,Yes
376,1612,Yes
376,4619,Yes
376,959,Yes
376,1495,No
376,1164,Yes
376,2302,Yes
376,5474,No
376,3948,Yes
376,1460,Yes
376,2566,No
376,3270,No
379,4099,Yes
379,4380,Yes
379,94,Yes
379,3452,Yes
379,3889,Yes
379,3718,Yes
379,293,Yes
379,1228,Yes
379,2521,Yes
379,1678,Yes
379,3922,Yes
379,1740,Yes
379,2169,Yes
379,1109,Yes
379,2117,Yes
379,269,Yes
379,436,Yes
379,4732,Yes
379,2911,Yes
379,2114,Yes
410,1478,Yes
410,484,Yes
410,3084,Yes
410,1763,Yes
410,3041,Yes
410,1206,Yes
410,962,Yes
410,4949,Yes
410,1216,Yes
410,311,Yes
410,1563,Yes
410,4076,Yes
410,4108,Yes
410,2926,Yes
410,2129,Yes
410,3096,Yes
410,1509,Yes
410,1790,Yes
410,877,Yes
410,5516,Yes
414,4108,Yes
414,5235,Yes
414,1790,Yes
414,4505,Yes
414,3946,Yes
414,1563,Yes
414,2732,Yes
414,3084,Yes
414,311,Yes
414,4553,Yes
414,877,Yes
414,1206,Yes
414,4076,Yes
414,1509,Yes
414,4949,Yes
414,2799,Yes
414,1322,Yes
414,3041,Yes
414,3470,Yes
414,2629,Yes
422,1554,Yes
422,5252,Yes
422,3087,Yes
422,3713,Yes
422,3,Yes
422,2806,Yes
422,10,Yes
422,5430,Yes
422,4083,Yes
422,4415,Yes
422,690,Yes
422,2308,Yes
422,700,Yes
422,2310,Yes
422,5077,Yes
422,1805,Yes
422,2166,Yes
422,1789,Yes
422,2546,Yes
422,1471,Yes
423,584,Yes
423,4055,Yes
423,5237,Yes
423,4071,Yes
423,382,Yes
423,2098,Yes
423,4945,Yes
423,1902,Yes
423,2674,Yes
423,2523,Yes
423,1475,Yes
423,4851,Yes
423,504,Yes
423,343,Yes
423,1572,Yes
423,796,Yes
423,4288,Yes
423,5371,Yes
423,2299,Yes
423,914,Yes
424,4492,Yes
424,155,Yes
424,638,Yes
424,1205,Yes
424,3002,Yes
424,2514,Yes
424,1644,Yes
424,3759,Yes
424,2614,Yes
424,839,Yes
424,551,Yes
424,2725,Yes
424,3445,Yes
424,840,Yes
424,2142,Yes
424,3018,Yes
424,4032,Yes
424,5309,Yes
424,1818,Yes
424,2063,Yes
430,2565,Yes
430,4852,Yes
430,4612,Yes
430,5507,Yes
430,375,Yes
430,22,Yes
430,146,Yes
430,3987,Yes
430,3641,Yes
430,2541,Yes
430,4843,Yes
430,767,Yes
430,2812,Yes
430,1116,Yes
430,2846,Yes
430,5441,Yes
430,5412,Yes
430,1019,Yes
430,3500,Yes
430,1629,Yes
436,1925,Yes
436,4405,Yes
436,223,Yes
436,1011,Yes
436,2866,Yes
436,3520,Yes
436,1606,Yes
436,5285,Yes
436,3956,Yes
436,5168,Yes
436,696,Yes
436,1229,Yes
436,1331,Yes
436,2407,Yes
436,5355,Yes
436,1787,Yes
436,1211,Yes
436,1758,Yes
436,3538,Yes
436,722,Yes
461,1953,Yes
461,1050,Yes
461,849,Yes
461,2738,Yes
461,720,Yes
461,2632,Yes
461,2294,Yes
461,1715,Yes
461,1992,Yes
461,3420,Yes
461,5236,No
461,4985,Yes
461,3035,Yes
461,3112,Yes
461,4696,Yes
461,4917,Yes
461,2881,No
461,252,Yes
461,1679,No
461,4853,Yes
464,3610,No
464,2201,No
464,4829,Yes
464,4416,Yes
464,1718,No
464,584,Yes
464,5414,No
464,621,Yes
464,646,No
464,370,Yes
464,2098,No
464,3462,No
464,3793,Yes
464,948,No
464,400,No
464,5237,No
464,1190,No
464,220,No
464,5116,Yes
464,382,Yes
472,4884,Yes
472,5250,Yes
472,0,Yes
472,3933,Yes
472,5189,Yes
472,5071,Yes
472,2898,Yes
472,533,Yes
472,4768,Yes
472,376,Yes
472,166,Yes
472,4713,Yes
472,787,Yes
472,4436,Yes
472,2286,Yes
472,2823,Yes
472,2543,Yes
472,1427,Yes
472,4224,Yes
472,234,Yes
474,1770,Yes
474,2159,No
474,5389,No
474,2691,Yes
474,202,No
474,5175,No
474,2245,No
474,797,Yes
474,4570,Yes
474,1602,Yes
474,1101,No
474,4261,No
474,353,No
474,2985,No
474,3670,No
474,4864,No
474,4587,Yes
474,2708,Yes
474,5067,Yes
474,3921,Yes
483,577,Yes
483,3253,Yes
483,158,Yes
483,2088,Yes
483,3948,Yes
483,5130,Yes
483,1495,Yes
483,24,Yes
483,1903,Yes
483,1786,Yes
483,5330,Yes
483,129,Yes
483,2332,Yes
483,5282,Yes
483,1242,Yes
483,2994,Yes
483,1893,Yes
483,831,Yes
483,5018,Yes
483,154,Yes
496,727,Yes
496,815,Yes
496,55,Yes
496,1521,Yes
496,3043,Yes
496,1705,Yes
496,2540,Yes
496,3266,Yes
496,3806,Yes
496,5232,No
496,2967,No
496,2595,Yes
496,4177,No
496,1877,Yes
496,2737,Yes
496,3879,Yes
496,407,Yes
496,4868,Yes
496,3067,Yes
496,2176,Yes
502,3053,No
502,1992,Yes
502,3715,No
502,1726,Yes
502,1385,Yes
502,3773,Yes
502,4407,No
502,4868,No
502,785,No
502,2986,No
502,4495,Yes
502,4936,Yes
502,4988,No
502,4101,Yes
502,2294,No
502,669,No
502,1073,Yes
502,3503,Yes
502,2902,Yes
502,2813,Yes
510,1600,Yes
510,1898,Yes
510,2951,Yes
510,269,Yes
510,5140,Yes
510,2892,Yes
510,4835,Yes
510,2829,Yes
510,2339,Yes
510,3014,Yes
510,2777,Yes
510,3305,Yes
510,3452,Yes
510,4154,Yes
510,3729,Yes
510,3221,Yes
510,4380,Yes
510,5421,Yes
510,1109,Yes
510,3553,Yes
517,5169,Yes
517,4132,Yes
517,3330,Yes
517,928,Yes
517,3346,Yes
517,5033,Yes
517,2252,Yes
517,1325,Yes
517,96,Yes
517,4213,Yes
517,888,Yes
517,1483,Yes
517,697,Yes
517,2751,Yes
517,3699,Yes
517,4186,Yes
517,2796,Yes
517,3174,Yes
517,1266,No
517,4290,Yes
519,3877,No
519,5512,No
519,5042,No
519,1725,No
519,2287,No
519,1997,Yes
519,1759,No
519,3114,No
519,425,No
519,3814,No
519,3687,No
519,4796,Yes
519,2497,Yes
519,3546,No
519,630,No
519,1178,No
519,3625,No
519,1603,No
519,716,No
519,4440,No
527,3821,Yes
527,4270,Yes
527,3425,Yes
527,359,Yes
527,3142,Yes
527,592,Yes
527,5035,Yes
527,1861,Yes
527,1218,Yes
527,232,Yes
527,2643,Yes
527,1820,Yes
